Tumor_Sample_Barcode	total	cohort
TCGA-GU-A763-01A-11D-A32B-08	57	BLCA
TCGA-XF-A9SV-01A-21D-A42E-08	57	BLCA
TCGA-4Z-AA7S-01A-11D-A391-08	56	BLCA
TCGA-CF-A9FL-01A-11D-A38G-08	56	BLCA
TCGA-XF-AAMH-01A-11D-A42E-08	56	BLCA
TCGA-FD-A43Y-01A-21D-A26M-08	54	BLCA
TCGA-XF-A9SU-01A-31D-A391-08	54	BLCA
TCGA-ZF-AA5H-01A-11D-A391-08	53	BLCA
TCGA-BT-A42B-01A-32D-A23M-08	51	BLCA
TCGA-CF-A8HX-01A-11D-A364-08	51	BLCA
TCGA-ZF-AA5P-01A-11D-A391-08	51	BLCA
TCGA-ZF-AA4U-01A-11D-A38G-08	50	BLCA
TCGA-ZF-AA5N-01A-11D-A42E-08	49	BLCA
TCGA-CF-A5U8-01A-11D-A289-08	44	BLCA
TCGA-E7-A678-01A-11D-A30E-08	44	BLCA
TCGA-FJ-A871-01A-11D-A34U-08	44	BLCA
TCGA-SY-A9G0-01A-12D-A38G-08	44	BLCA
TCGA-FD-A5BY-01A-31D-A289-08	43	BLCA
TCGA-XF-A9SW-01A-11D-A42E-08	43	BLCA
TCGA-XF-AAN4-01A-11D-A42E-08	42	BLCA
TCGA-CF-A3MH-01A-11D-A20D-08	41	BLCA
TCGA-XF-AAMJ-01A-11D-A42E-08	40	BLCA
TCGA-E7-A6MF-01A-12D-A32B-08	39	BLCA
TCGA-CF-A9FH-01A-11D-A38G-08	38	BLCA
TCGA-E7-A4XJ-01A-11D-A26M-08	38	BLCA
TCGA-FD-A3B8-01A-31D-A20D-08	38	BLCA
TCGA-BT-A0S7-01A-11D-A10S-08	37	BLCA
TCGA-XF-A9SH-01A-11D-A391-08	37	BLCA
TCGA-CF-A7I0-01A-22D-A34U-08	35	BLCA
TCGA-XF-A9T4-01A-11D-A391-08	33	BLCA
TCGA-DK-A3WX-01A-22D-A22Z-08	32	BLCA
TCGA-CF-A47T-01A-11D-A23U-08	27	BLCA
TCGA-CF-A47S-01A-11D-A23U-08	26	BLCA
TCGA-E7-A8O7-01A-11D-A364-08	26	BLCA
TCGA-CF-A47W-01A-11D-A23U-08	24	BLCA
TCGA-DK-A6B0-01A-11D-A31L-08	24	BLCA
TCGA-XF-AAMW-01A-11D-A42E-08	24	BLCA
TCGA-CF-A3MF-01A-12D-A21A-08	23	BLCA
TCGA-XF-AAME-01A-12D-A42E-08	22	BLCA
TCGA-FD-A5BS-01A-21D-A26M-08	21	BLCA
TCGA-CF-A9FM-01A-11D-A38G-08	20	BLCA
TCGA-DK-A3WY-01A-11D-A22Z-08	18	BLCA
TCGA-4Z-AA7N-01A-11D-A391-08	12	BLCA
TCGA-XF-AAN8-01A-11D-A42E-08	1	BLCA
TCGA-44-7670-01A-11D-2063-08	1964	LUAD
TCGA-44-5644-01A-21D-2036-08	1734	LUAD
TCGA-44-3918-01A-01D-A271-08	1683	LUAD
TCGA-55-8506-01A-11D-2393-08	1535	LUAD
TCGA-05-4382-01A-01D-1931-08	1500	LUAD
TCGA-44-2656-01A-41D-A27T-08	1453	LUAD
TCGA-78-7155-01A-11D-2036-08	1359	LUAD
TCGA-L9-A7SV-01A-11D-A397-08	1350	LUAD
TCGA-55-7994-01A-11D-2184-08	1344	LUAD
TCGA-MN-A4N4-01A-12D-A24P-08	1313	LUAD
TCGA-86-8073-01A-11D-2238-08	1302	LUAD
TCGA-69-7979-01A-11D-2184-08	1274	LUAD
TCGA-05-4396-01A-21D-1855-08	1251	LUAD
TCGA-86-A4JF-01A-11D-A24P-08	1192	LUAD
TCGA-95-7039-01A-11D-1945-08	1174	LUAD
TCGA-49-AARE-01A-11D-A410-08	1161	LUAD
TCGA-55-A490-01A-11D-A24D-08	1148	LUAD
TCGA-55-8089-01A-11D-2238-08	1054	LUAD
TCGA-44-7662-01A-11D-2063-08	1043	LUAD
TCGA-55-7907-01A-11D-2167-08	1028	LUAD
TCGA-53-7626-01A-12D-2063-08	1006	LUAD
TCGA-50-5930-01A-11D-1753-08	999	LUAD
TCGA-64-5781-01A-01D-1625-08	994	LUAD
TCGA-95-7043-01A-11D-1945-08	990	LUAD
TCGA-05-4410-01A-21D-1855-08	976	LUAD
TCGA-78-8662-01A-11D-2393-08	970	LUAD
TCGA-NJ-A4YQ-01A-11D-A25L-08	970	LUAD
TCGA-86-8358-01A-11D-2323-08	929	LUAD
TCGA-67-3771-01A-01D-1040-01	916	LUAD
TCGA-05-4427-01A-21D-1855-08	910	LUAD
TCGA-55-7281-01A-11D-2036-08	853	LUAD
TCGA-55-8507-01A-11D-2393-08	843	LUAD
TCGA-44-7667-01A-31D-2063-08	829	LUAD
TCGA-44-4112-01A-31D-A27T-08	822	LUAD
TCGA-73-A9RS-01A-11D-A410-08	816	LUAD
TCGA-86-6851-01A-11D-1945-08	813	LUAD
TCGA-44-7669-01A-21D-2063-08	812	LUAD
TCGA-95-7567-01A-11D-2063-08	803	LUAD
TCGA-50-6590-01A-12D-1855-08	800	LUAD
TCGA-62-A46O-01A-11D-A24D-08	765	LUAD
TCGA-44-2659-01A-01D-0969-08	750	LUAD
TCGA-50-5049-01A-01D-1625-08	725	LUAD
TCGA-05-4397-01A-01D-1265-08	724	LUAD
TCGA-53-7624-01A-11D-2063-08	716	LUAD
TCGA-78-7220-01A-11D-2036-08	716	LUAD
TCGA-55-7576-01A-11D-2063-08	712	LUAD
TCGA-69-7980-01A-11D-2184-08	706	LUAD
TCGA-44-2657-01A-01D-1105-08	696	LUAD
TCGA-55-7570-01A-11D-2036-08	685	LUAD
TCGA-44-6778-01A-11D-1855-08	677	LUAD
TCGA-49-AARN-01A-21D-A410-08	676	LUAD
TCGA-49-6743-01A-11D-1855-08	672	LUAD
TCGA-L9-A8F4-01A-11D-A397-08	663	LUAD
TCGA-38-4631-01A-01D-1753-08	660	LUAD
TCGA-05-4424-01A-22D-1855-08	656	LUAD
TCGA-44-8117-01A-11D-2238-08	652	LUAD
TCGA-44-6777-01A-11D-1855-08	651	LUAD
TCGA-44-7660-01A-11D-2063-08	647	LUAD
TCGA-55-A4DF-01A-11D-A24D-08	647	LUAD
TCGA-05-4398-01A-01D-1265-08	633	LUAD
TCGA-75-6214-01A-41D-1945-08	626	LUAD
TCGA-78-8640-01A-11D-2393-08	624	LUAD
TCGA-49-AARQ-01A-11D-A410-08	618	LUAD
TCGA-55-A4DG-01A-11D-A24D-08	615	LUAD
TCGA-44-2668-01A-01D-A271-08	610	LUAD
TCGA-55-8302-01A-11D-2323-08	596	LUAD
TCGA-55-7995-01A-11D-2184-08	581	LUAD
TCGA-50-5946-02A-11D-2107-08	577	LUAD
TCGA-50-5946-01A-11D-1753-08	570	LUAD
TCGA-91-6829-01A-21D-1855-08	568	LUAD
TCGA-75-5126-01A-01D-1753-08	567	LUAD
TCGA-78-7536-01A-11D-2063-08	565	LUAD
TCGA-44-8119-01A-11D-2238-08	562	LUAD
TCGA-44-6145-01A-11D-1753-08	559	LUAD
TCGA-49-AAR9-01A-21D-A410-08	549	LUAD
TCGA-91-6848-01A-11D-1945-08	546	LUAD
TCGA-44-6774-01A-21D-1855-08	541	LUAD
TCGA-69-7765-01A-11D-2167-08	537	LUAD
TCGA-91-6828-01A-11D-1855-08	531	LUAD
TCGA-69-7978-01A-11D-2184-08	530	LUAD
TCGA-NJ-A4YF-01A-12D-A25L-08	530	LUAD
TCGA-44-8120-01A-11D-2238-08	521	LUAD
TCGA-05-5425-01A-02D-1625-08	520	LUAD
TCGA-44-7661-01A-11D-2063-08	519	LUAD
TCGA-49-AAR4-01A-12D-A410-08	518	LUAD
TCGA-49-AARO-01A-12D-A410-08	518	LUAD
TCGA-38-4625-01A-01D-1553-08	516	LUAD
TCGA-64-1676-01A-01D-0969-08	513	LUAD
TCGA-55-6979-01A-11D-1945-08	511	LUAD
TCGA-86-8585-01A-11D-2393-08	511	LUAD
TCGA-05-4432-01A-01D-1265-08	510	LUAD
TCGA-05-4390-01A-02D-1753-08	502	LUAD
TCGA-55-8511-01A-11D-2393-08	499	LUAD
TCGA-55-7574-01A-11D-2036-08	486	LUAD
TCGA-38-4632-01A-01D-1753-08	480	LUAD
TCGA-50-5933-01A-11D-1753-08	478	LUAD
TCGA-55-1592-01A-01D-0969-08	476	LUAD
TCGA-L9-A444-01A-21D-A24D-08	476	LUAD
TCGA-50-6594-01A-11D-1753-08	473	LUAD
TCGA-55-8092-01A-11D-2238-08	470	LUAD
TCGA-69-7974-01A-11D-2184-08	469	LUAD
TCGA-64-1679-01A-21D-2063-08	468	LUAD
TCGA-73-4668-01A-01D-1265-08	467	LUAD
TCGA-95-7947-01A-11D-2184-08	458	LUAD
TCGA-55-8205-01A-11D-2238-08	457	LUAD
TCGA-NJ-A4YP-01A-11D-A25L-08	456	LUAD
TCGA-62-8399-01A-21D-2323-08	454	LUAD
TCGA-55-6968-01A-11D-1945-08	447	LUAD
TCGA-91-6836-01A-21D-1855-08	440	LUAD
TCGA-86-8279-01A-11D-2284-08	439	LUAD
TCGA-93-8067-01A-11D-2284-08	439	LUAD
TCGA-44-A4SS-01A-11D-A24P-08	433	LUAD
TCGA-99-7458-01A-11D-2036-08	433	LUAD
TCGA-86-8673-01A-11D-2393-08	432	LUAD
TCGA-53-A4EZ-01A-12D-A24P-08	431	LUAD
TCGA-99-8025-01A-11D-2238-08	430	LUAD
TCGA-97-7937-01A-11D-2167-08	427	LUAD
TCGA-55-6985-01A-11D-1945-08	424	LUAD
TCGA-69-A59K-01A-11D-A25L-08	421	LUAD
TCGA-55-8620-01A-11D-2393-08	418	LUAD
TCGA-78-7539-01A-11D-2063-08	418	LUAD
TCGA-55-8616-01A-11D-2393-08	417	LUAD
TCGA-55-6969-01A-11D-1945-08	416	LUAD
TCGA-64-5778-01A-01D-1625-08	414	LUAD
TCGA-64-5775-01A-01D-1625-08	413	LUAD
TCGA-55-7283-01A-11D-2036-08	412	LUAD
TCGA-49-6767-01A-11D-1855-08	411	LUAD
TCGA-95-A4VN-01A-11D-A25L-08	407	LUAD
TCGA-97-7554-01A-11D-2036-08	399	LUAD
TCGA-MN-A4N1-01A-11D-A24P-08	393	LUAD
TCGA-86-7711-01A-11D-2063-08	392	LUAD
TCGA-44-7671-01A-11D-2063-08	391	LUAD
TCGA-91-A4BC-01A-11D-A24D-08	389	LUAD
TCGA-MN-A4N5-01A-11D-A24P-08	388	LUAD
TCGA-44-6144-01A-11D-1753-08	385	LUAD
TCGA-55-8094-01A-11D-2238-08	383	LUAD
TCGA-95-7562-01A-11D-2238-08	383	LUAD
TCGA-55-5899-01A-11D-1625-08	382	LUAD
TCGA-NJ-A4YI-01A-11D-A25L-08	379	LUAD
TCGA-55-8203-01A-11D-2238-08	375	LUAD
TCGA-99-8028-01A-11D-2238-08	373	LUAD
TCGA-MP-A4TF-01A-11D-A25L-08	371	LUAD
TCGA-35-5375-01A-01D-1625-08	370	LUAD
TCGA-44-6776-01A-11D-1855-08	366	LUAD
TCGA-55-8299-01A-11D-2284-08	360	LUAD
TCGA-86-7701-01A-11D-2167-08	360	LUAD
TCGA-44-2662-01A-01D-A271-08	359	LUAD
TCGA-05-4405-01A-21D-1855-08	357	LUAD
TCGA-49-AAR2-01A-11D-A397-08	357	LUAD
TCGA-78-7150-01A-21D-2036-08	357	LUAD
TCGA-99-8032-01A-11D-2238-08	357	LUAD
TCGA-50-5941-01A-11D-1753-08	356	LUAD
TCGA-44-3396-01A-01D-1553-08	354	LUAD
TCGA-55-A48X-01A-11D-A24D-08	350	LUAD
TCGA-97-7938-01A-11D-2167-08	350	LUAD
TCGA-MP-A4T4-01A-11D-A25L-08	347	LUAD
TCGA-97-A4M0-01A-11D-A24P-08	339	LUAD
TCGA-05-5428-01A-01D-1625-08	335	LUAD
TCGA-49-4487-01A-21D-1855-08	335	LUAD
TCGA-44-3398-01A-01D-1105-08	333	LUAD
TCGA-80-5608-01A-31D-1945-08	333	LUAD
TCGA-78-7146-01A-11D-2036-08	330	LUAD
TCGA-50-5066-02A-11D-2107-08	329	LUAD
TCGA-75-6211-01A-11D-1753-08	329	LUAD
TCGA-73-4666-01A-01D-1265-08	328	LUAD
TCGA-55-A491-01A-11D-A24D-08	321	LUAD
TCGA-78-7542-01A-21D-2063-08	317	LUAD
TCGA-86-A456-01A-11D-A24D-08	317	LUAD
TCGA-64-5779-01A-01D-1625-08	316	LUAD
TCGA-73-4670-01A-01D-1265-08	315	LUAD
TCGA-73-4658-01A-01D-1753-08	309	LUAD
TCGA-55-8208-01A-11D-2238-08	308	LUAD
TCGA-MP-A4TA-01A-21D-A24P-08	305	LUAD
TCGA-05-4250-01A-01D-1105-08	304	LUAD
TCGA-MP-A4TK-01A-11D-A24P-08	304	LUAD
TCGA-55-A48Y-01A-11D-A24D-08	303	LUAD
TCGA-78-7147-01A-11D-2036-08	299	LUAD
TCGA-44-7672-01A-11D-2063-08	298	LUAD
TCGA-55-7913-01B-11D-2238-08	298	LUAD
TCGA-78-7156-01A-11D-2036-08	298	LUAD
TCGA-86-7713-01A-11D-2063-08	296	LUAD
TCGA-78-7159-01A-11D-2036-08	290	LUAD
TCGA-05-4249-01A-01D-1105-08	289	LUAD
TCGA-J2-A4AD-01A-11D-A24D-08	289	LUAD
TCGA-55-1595-01A-01D-0969-08	286	LUAD
TCGA-49-4514-01A-21D-1855-08	285	LUAD
TCGA-35-4122-01A-01D-1105-08	284	LUAD
TCGA-50-5045-01A-01D-1625-08	284	LUAD
TCGA-MP-A4SV-01A-11D-A24P-08	284	LUAD
TCGA-L4-A4E5-01A-11D-A24P-08	283	LUAD
TCGA-55-7910-01A-11D-2167-08	280	LUAD
TCGA-91-8499-01A-11D-2393-08	278	LUAD
TCGA-50-6593-01A-11D-1753-08	276	LUAD
TCGA-05-4417-01A-22D-1855-08	274	LUAD
TCGA-55-8207-01A-11D-2238-08	273	LUAD
TCGA-86-7955-01A-11D-2184-08	271	LUAD
TCGA-44-7659-01A-11D-2063-08	270	LUAD
TCGA-44-A479-01A-31D-A24D-08	270	LUAD
TCGA-49-6761-01A-31D-1945-08	270	LUAD
TCGA-50-5931-01A-11D-1753-08	270	LUAD
TCGA-55-8510-01A-11D-2393-08	267	LUAD
TCGA-97-A4M7-01A-11D-A24P-08	266	LUAD
TCGA-69-8255-01A-11D-2284-08	262	LUAD
TCGA-49-4488-01A-01D-1753-08	260	LUAD
TCGA-86-8674-01A-21D-2393-08	259	LUAD
TCGA-50-6592-01A-11D-1753-08	258	LUAD
TCGA-86-8056-01A-11D-2238-08	257	LUAD
TCGA-55-6972-01A-11D-1945-08	255	LUAD
TCGA-86-8672-01A-21D-2393-08	255	LUAD
TCGA-50-5066-01A-01D-1625-08	254	LUAD
TCGA-05-4430-01A-02D-1265-08	253	LUAD
TCGA-38-4629-01A-02D-1265-08	253	LUAD
TCGA-55-8301-01A-11D-2284-08	253	LUAD
TCGA-67-4679-01B-01D-1753-08	253	LUAD
TCGA-55-A492-01A-11D-A24D-08	251	LUAD
TCGA-L9-A5IP-01A-21D-A397-08	251	LUAD
TCGA-62-A46P-01A-11D-A24D-08	249	LUAD
TCGA-91-6831-01A-11D-1855-08	248	LUAD
TCGA-05-4420-01A-01D-1265-08	246	LUAD
TCGA-97-7546-01A-11D-2036-08	243	LUAD
TCGA-78-7158-01A-11D-2036-08	239	LUAD
TCGA-97-8172-01A-11D-2284-08	239	LUAD
TCGA-55-8514-01A-11D-2393-08	237	LUAD
TCGA-05-4418-01A-01D-1265-08	236	LUAD
TCGA-35-4123-01A-01D-1105-08	234	LUAD
TCGA-38-4626-01A-01D-1553-08	233	LUAD
TCGA-69-7973-01A-11D-2184-08	233	LUAD
TCGA-91-6830-01A-11D-1945-08	231	LUAD
TCGA-49-6742-01A-11D-1855-08	230	LUAD
TCGA-50-7109-01A-11D-2036-08	230	LUAD
TCGA-55-A493-01A-11D-A24D-08	228	LUAD
TCGA-L9-A443-01A-12D-A24D-08	226	LUAD
TCGA-MP-A4TC-01A-11D-A24P-08	225	LUAD
TCGA-86-8281-01A-11D-2284-08	223	LUAD
TCGA-05-4395-01A-01D-1265-08	221	LUAD
TCGA-73-4677-01A-01D-1265-08	221	LUAD
TCGA-NJ-A55R-01A-11D-A25L-08	221	LUAD
TCGA-78-7540-01A-11D-2063-08	219	LUAD
TCGA-44-5643-01A-01D-1625-08	217	LUAD
TCGA-55-8085-01A-11D-2238-08	217	LUAD
TCGA-49-6744-01A-11D-1855-08	214	LUAD
TCGA-78-8660-01A-11D-2393-08	214	LUAD
TCGA-95-A4VK-01A-11D-A25L-08	214	LUAD
TCGA-55-7727-01A-11D-2167-08	212	LUAD
TCGA-55-7724-01A-11D-2167-08	211	LUAD
TCGA-55-6987-01A-11D-1945-08	210	LUAD
TCGA-78-7148-01A-11D-2036-08	208	LUAD
TCGA-55-A494-01A-11D-A24P-08	207	LUAD
TCGA-75-7027-01A-11D-1945-08	207	LUAD
TCGA-55-6982-01A-11D-1945-08	206	LUAD
TCGA-44-A47A-01A-21D-A24D-08	204	LUAD
TCGA-83-5908-01A-21D-2284-08	204	LUAD
TCGA-MP-A4TI-01A-21D-A24P-08	204	LUAD
TCGA-55-7911-01A-11D-2167-08	202	LUAD
TCGA-95-7944-01A-11D-2184-08	202	LUAD
TCGA-05-4389-01A-01D-1265-08	201	LUAD
TCGA-73-4662-01A-01D-1265-08	198	LUAD
TCGA-78-7154-01A-11D-2036-08	198	LUAD
TCGA-93-7348-01A-21D-2036-08	198	LUAD
TCGA-44-6147-01A-31D-A27T-08	197	LUAD
TCGA-55-6971-01A-11D-1945-08	197	LUAD
TCGA-86-8054-01A-11D-2238-08	197	LUAD
TCGA-55-8614-01A-11D-2393-08	196	LUAD
TCGA-44-3917-01A-01D-A271-08	195	LUAD
TCGA-55-6981-01A-11D-1945-08	195	LUAD
TCGA-64-1677-01A-01W-0928-08	189	LUAD
TCGA-78-7166-01A-12D-2063-08	189	LUAD
TCGA-80-5611-01A-01D-1625-08	187	LUAD
TCGA-55-8204-01A-11D-2238-08	185	LUAD
TCGA-05-4244-01A-01D-1105-08	184	LUAD
TCGA-97-A4M3-01A-11D-A24P-08	184	LUAD
TCGA-75-7031-01A-11D-1945-08	182	LUAD
TCGA-49-4505-01A-01D-1931-08	181	LUAD
TCGA-67-3770-01A-01D-0969-08	181	LUAD
TCGA-86-7954-01A-11D-2184-08	181	LUAD
TCGA-91-7771-01A-11D-2167-08	181	LUAD
TCGA-05-4415-01A-22D-1855-08	180	LUAD
TCGA-73-4659-01A-01D-1265-08	180	LUAD
TCGA-78-7145-01A-11D-2036-08	180	LUAD
TCGA-49-4507-01A-01D-1265-08	176	LUAD
TCGA-78-7152-01A-11D-2036-08	176	LUAD
TCGA-55-1596-01A-01D-1040-01	169	LUAD
TCGA-67-6217-01A-11D-1753-08	169	LUAD
TCGA-75-5146-01A-01D-1625-08	167	LUAD
TCGA-55-6970-01A-11D-1945-08	166	LUAD
TCGA-78-7161-01A-11D-2036-08	166	LUAD
TCGA-62-A46R-01A-11D-A24D-08	165	LUAD
TCGA-49-4494-01A-01D-1265-08	163	LUAD
TCGA-55-1594-01A-01D-1040-01	163	LUAD
TCGA-99-8033-01A-11D-2238-08	162	LUAD
TCGA-55-7914-01A-11D-2167-08	159	LUAD
TCGA-55-8508-01A-11D-2393-08	159	LUAD
TCGA-44-2655-01A-01D-1553-08	158	LUAD
TCGA-75-5125-01A-01D-1753-08	157	LUAD
TCGA-MP-A4SY-01A-21D-A24P-08	157	LUAD
TCGA-97-7547-01A-11D-2036-08	155	LUAD
TCGA-50-5072-01A-21D-1855-08	151	LUAD
TCGA-97-8174-01A-11D-2284-08	151	LUAD
TCGA-O1-A52J-01A-11D-A25L-08	148	LUAD
TCGA-55-7227-01A-11D-2036-08	145	LUAD
TCGA-97-A4LX-01A-11D-A24P-08	145	LUAD
TCGA-97-8179-01A-11D-2284-08	144	LUAD
TCGA-49-4486-01A-01D-1265-08	142	LUAD
TCGA-64-5815-01A-01D-1625-08	142	LUAD
TCGA-97-A4M5-01A-11D-A24P-08	142	LUAD
TCGA-78-7633-01A-11D-2063-08	141	LUAD
TCGA-95-7948-01A-11D-2184-08	141	LUAD
TCGA-86-8359-01A-11D-2323-08	139	LUAD
TCGA-78-7535-01A-11D-2063-08	138	LUAD
TCGA-J2-8194-01A-11D-2238-08	138	LUAD
TCGA-53-7813-01A-11D-2167-08	137	LUAD
TCGA-78-7149-01A-11D-2036-08	136	LUAD
TCGA-55-7903-01A-11D-2167-08	134	LUAD
TCGA-05-5423-01A-01D-1625-08	133	LUAD
TCGA-97-8176-01A-11D-2393-08	132	LUAD
TCGA-44-A4SU-01A-11D-A24P-08	130	LUAD
TCGA-55-8096-01A-11D-2238-08	130	LUAD
TCGA-69-8253-01A-11D-2284-08	129	LUAD
TCGA-78-7537-01A-11D-2063-08	129	LUAD
TCGA-NJ-A4YG-01A-22D-A25L-08	128	LUAD
TCGA-49-AAR3-01A-11D-A410-08	126	LUAD
TCGA-55-6712-01A-11D-1855-08	124	LUAD
TCGA-64-5774-01A-01D-1625-08	124	LUAD
TCGA-MP-A4T7-01A-11D-A24P-08	124	LUAD
TCGA-55-7815-01A-11D-2167-08	123	LUAD
TCGA-91-6840-01A-11D-1945-08	122	LUAD
TCGA-NJ-A55O-01A-11D-A25L-08	122	LUAD
TCGA-05-4403-01A-01D-1265-08	121	LUAD
TCGA-MP-A4TE-01A-22D-A25L-08	121	LUAD
TCGA-49-AAR0-01A-21D-A397-08	120	LUAD
TCGA-4B-A93V-01A-11D-A397-08	120	LUAD
TCGA-49-6745-01A-11D-1855-08	119	LUAD
TCGA-50-5044-01A-21D-1855-08	119	LUAD
TCGA-55-6642-01A-11D-1855-08	117	LUAD
TCGA-05-4402-01A-01D-1265-08	116	LUAD
TCGA-44-6775-01A-31D-A27T-08	116	LUAD
TCGA-62-8394-01A-11D-2323-08	116	LUAD
TCGA-86-8669-01A-11D-2393-08	115	LUAD
TCGA-L9-A743-01A-43D-A397-08	115	LUAD
TCGA-05-4384-01A-01D-1753-08	114	LUAD
TCGA-49-4506-01A-01D-1265-08	113	LUAD
TCGA-75-5122-01A-01D-1753-08	113	LUAD
TCGA-55-7725-01A-11D-2167-08	112	LUAD
TCGA-38-4628-01A-01D-1265-08	111	LUAD
TCGA-38-4630-01A-01D-1265-08	110	LUAD
TCGA-78-7153-01A-11D-2036-08	110	LUAD
TCGA-80-5607-01A-31D-1945-08	109	LUAD
TCGA-95-A4VP-01A-21D-A25L-08	107	LUAD
TCGA-50-5936-01A-11D-1625-08	106	LUAD
TCGA-55-7726-01A-11D-2167-08	105	LUAD
TCGA-62-A46S-01A-11D-A24D-08	104	LUAD
TCGA-93-7347-01A-11D-2184-08	104	LUAD
TCGA-MP-A4T8-01A-11D-A24P-08	104	LUAD
TCGA-MP-A4TH-01A-31D-A25L-08	104	LUAD
TCGA-05-5715-01A-01D-1625-08	103	LUAD
TCGA-62-A470-01A-11D-A24D-08	103	LUAD
TCGA-35-3615-01A-01D-1040-01	102	LUAD
TCGA-55-6983-01A-11D-1945-08	102	LUAD
TCGA-93-A4JQ-01A-11D-A24P-08	102	LUAD
TCGA-S2-AA1A-01A-12D-A397-08	102	LUAD
TCGA-78-7167-01A-11D-2063-08	100	LUAD
TCGA-91-6849-01A-11D-1945-08	100	LUAD
TCGA-50-5051-01A-21D-1855-08	99	LUAD
TCGA-67-6215-01A-11D-1753-08	99	LUAD
TCGA-55-8615-01A-11D-2393-08	98	LUAD
TCGA-44-3919-01A-02D-1458-08	97	LUAD
TCGA-55-8097-01A-11D-2238-08	97	LUAD
TCGA-NJ-A55A-01A-11D-A25L-08	97	LUAD
TCGA-73-7498-01A-12D-2184-08	94	LUAD
TCGA-50-6595-01A-12D-1855-08	93	LUAD
TCGA-67-3774-01A-01D-1040-01	93	LUAD
TCGA-78-8655-01A-11D-2393-08	93	LUAD
TCGA-67-3773-01A-01D-1040-01	92	LUAD
TCGA-86-8278-01A-11D-2284-08	92	LUAD
TCGA-44-6779-01A-11D-1855-08	91	LUAD
TCGA-50-5935-01A-11D-1753-08	87	LUAD
TCGA-62-A471-01A-12D-A24D-08	86	LUAD
TCGA-97-7941-01A-11D-2184-08	86	LUAD
TCGA-55-7728-01A-11D-2184-08	85	LUAD
TCGA-95-8494-01A-11D-2323-08	85	LUAD
TCGA-95-8039-01A-11D-2238-08	84	LUAD
TCGA-38-7271-01A-11D-2036-08	83	LUAD
TCGA-50-5068-01A-01D-1625-08	83	LUAD
TCGA-50-6673-01A-11D-1945-08	82	LUAD
TCGA-55-6975-01A-11D-1945-08	81	LUAD
TCGA-73-4676-01A-01D-1753-08	81	LUAD
TCGA-J2-A4AG-01A-11D-A24D-08	81	LUAD
TCGA-05-5420-01A-01D-1625-08	80	LUAD
TCGA-75-6206-01A-11D-1753-08	80	LUAD
TCGA-MP-A4TJ-01A-51D-A25L-08	80	LUAD
TCGA-44-A47F-01A-11D-A24D-08	78	LUAD
TCGA-91-6835-01A-11D-1855-08	78	LUAD
TCGA-69-7764-01A-11D-2167-08	77	LUAD
TCGA-71-8520-01A-11D-2393-08	77	LUAD
TCGA-44-6146-01A-31D-A27T-08	75	LUAD
TCGA-55-8090-01A-11D-2238-08	75	LUAD
TCGA-64-1681-01A-11D-2063-08	75	LUAD
TCGA-44-2665-01A-01D-A271-08	74	LUAD
TCGA-50-5939-01A-11D-1625-08	74	LUAD
TCGA-50-8459-01A-11D-2323-08	74	LUAD
TCGA-44-A47G-01A-21D-A24D-08	73	LUAD
TCGA-78-7162-01A-21D-2063-08	73	LUAD
TCGA-44-2666-01A-41D-A27T-08	72	LUAD
TCGA-62-8395-01A-11D-2323-08	72	LUAD
TCGA-62-8398-01A-11D-2323-08	72	LUAD
TCGA-69-8254-01A-11D-2284-08	72	LUAD
TCGA-MP-A4T2-01A-11D-A24P-08	72	LUAD
TCGA-93-A4JN-01A-11D-A24P-08	70	LUAD
TCGA-44-2661-01A-01D-1105-08	68	LUAD
TCGA-44-5645-01A-51D-A27T-08	68	LUAD
TCGA-86-7714-01A-12D-2167-08	68	LUAD
TCGA-J2-8192-01A-11D-2238-08	68	LUAD
TCGA-49-AAQV-01A-11D-A397-08	67	LUAD
TCGA-50-5932-01A-11D-1753-08	67	LUAD
TCGA-55-8621-01A-11D-2393-08	67	LUAD
TCGA-91-6847-01A-11D-1945-08	66	LUAD
TCGA-MP-A4TD-01A-32D-A25L-08	66	LUAD
TCGA-38-6178-01A-11D-1753-08	65	LUAD
TCGA-69-7763-01A-11D-2167-08	65	LUAD
TCGA-86-8076-01A-31D-2238-08	64	LUAD
TCGA-73-7499-01A-11D-2184-08	63	LUAD
TCGA-86-A4P7-01A-11D-A24P-08	63	LUAD
TCGA-69-7760-01A-11D-2167-08	62	LUAD
TCGA-86-8074-01A-11D-2238-08	61	LUAD
TCGA-75-6207-01A-11D-1753-08	60	LUAD
TCGA-73-4675-01A-01D-1265-08	59	LUAD
TCGA-49-4510-01A-01D-1265-08	58	LUAD
TCGA-67-3772-01A-01W-0928-08	58	LUAD
TCGA-MP-A4T6-01A-32D-A25L-08	58	LUAD
TCGA-50-5942-01A-21D-1753-08	57	LUAD
TCGA-MP-A4SW-01A-21D-A24P-08	56	LUAD
TCGA-MP-A5C7-01A-11D-A25L-08	56	LUAD
TCGA-50-6591-01A-11D-1753-08	55	LUAD
TCGA-97-8171-01A-11D-2284-08	55	LUAD
TCGA-64-1680-01A-02D-0969-08	54	LUAD
TCGA-93-A4JP-01A-11D-A24P-08	54	LUAD
TCGA-50-5944-01A-11D-1753-08	53	LUAD
TCGA-97-8547-01A-11D-2393-08	53	LUAD
