Tumor_Sample_Barcode	total	cohort
TCGA-FB-AAPZ-01A-11D-A40W-08	32	PAAD
TCGA-FB-AAQ3-01A-11D-A40W-08	32	PAAD
TCGA-IB-7645-01A-22D-2201-08	32	PAAD
TCGA-IB-7654-01A-11D-2154-08	32	PAAD
TCGA-IB-7885-01A-11D-2154-08	32	PAAD
TCGA-IB-7893-01A-11D-2201-08	32	PAAD
TCGA-3A-A9IC-01A-11D-A38G-08	31	PAAD
TCGA-FB-A7DR-01A-21D-A33T-08	31	PAAD
TCGA-FB-AAPY-01A-11D-A40W-08	31	PAAD
TCGA-FB-AAQ1-01A-12D-A40W-08	31	PAAD
TCGA-IB-7888-01A-11D-2154-08	31	PAAD
TCGA-2J-AABA-01A-21D-A40W-08	30	PAAD
TCGA-3A-A9I5-01A-11D-A38G-08	30	PAAD
TCGA-3A-A9IN-01A-11D-A397-08	30	PAAD
TCGA-FB-AAPS-01A-12D-A397-08	30	PAAD
TCGA-IB-AAUN-01A-12D-A38G-08	30	PAAD
TCGA-S4-A8RM-01A-11D-A377-08	30	PAAD
TCGA-2J-AABI-01A-12D-A40W-08	29	PAAD
TCGA-2L-AAQI-01A-12D-A397-08	29	PAAD
TCGA-FZ-5924-01A-13D-1609-08	29	PAAD
TCGA-HV-AA8V-01A-11D-A40W-08	29	PAAD
TCGA-IB-7891-01A-11D-2201-08	29	PAAD
TCGA-2J-AABE-01A-12D-A40W-08	28	PAAD
TCGA-2J-AABT-01A-11D-A40W-08	28	PAAD
TCGA-IB-A5SO-01A-11D-A32N-08	28	PAAD
TCGA-S4-A8RP-01A-11D-A36O-08	28	PAAD
TCGA-2J-AAB4-01A-12D-A40W-08	27	PAAD
TCGA-HZ-8637-01A-11D-2396-08	27	PAAD
TCGA-HZ-A8P0-01A-11D-A36O-08	27	PAAD
TCGA-IB-8127-01A-11D-2396-08	27	PAAD
TCGA-US-A77G-01A-11D-A32N-08	27	PAAD
TCGA-US-A779-01A-11D-A32N-08	26	PAAD
TCGA-XD-AAUL-01A-21D-A397-08	26	PAAD
TCGA-IB-7644-01A-11D-2154-08	24	PAAD
TCGA-IB-7887-01A-11D-2154-08	24	PAAD
TCGA-2J-AABU-01A-11D-A40W-08	23	PAAD
TCGA-3A-A9IX-01A-11D-A40W-08	22	PAAD
TCGA-H8-A6C1-01A-11D-A32N-08	22	PAAD
TCGA-HZ-A77O-01A-11D-A33T-08	22	PAAD
TCGA-LB-A9Q5-01A-11D-A397-08	22	PAAD
TCGA-3E-AAAY-01A-11D-A38G-08	20	PAAD
TCGA-HZ-7925-01A-11D-2154-08	20	PAAD
TCGA-IB-AAUM-01A-11D-A377-08	20	PAAD
TCGA-HV-A5A5-01A-11D-A26I-08	18	PAAD
TCGA-Q3-AA2A-01A-11D-A377-08	18	PAAD
TCGA-RB-AA9M-01A-11D-A397-08	17	PAAD
TCGA-XD-AAUG-01A-61D-A40W-08	17	PAAD
TCGA-F2-A44H-01A-11D-A26I-08	16	PAAD
TCGA-US-A774-01A-21D-A32N-08	15	PAAD
TCGA-XD-AAUH-01A-42D-A40W-08	15	PAAD
TCGA-2J-AAB9-01A-11D-A40W-08	13	PAAD
TCGA-3A-A9I7-01A-21D-A38G-08	13	PAAD
TCGA-HZ-8002-01A-11D-2201-08	13	PAAD
TCGA-IB-8126-01A-11D-2396-08	12	PAAD
TCGA-3A-A9IJ-01A-11D-A397-08	11	PAAD
TCGA-3A-A9IR-01A-11D-A38G-08	11	PAAD
TCGA-2J-AABV-01A-12D-A40W-08	10	PAAD
TCGA-HZ-8003-01A-21D-2201-08	9	PAAD
TCGA-XN-A8T5-01A-12D-A36O-08	9	PAAD
TCGA-FB-A4P5-01A-11D-A26I-08	8	PAAD
TCGA-HZ-8317-01A-11D-2396-08	8	PAAD
TCGA-HZ-A49H-01A-11D-A26I-08	8	PAAD
TCGA-2J-AABR-01A-11D-A40W-08	7	PAAD
TCGA-3A-A9IO-01A-11D-A38G-08	7	PAAD
TCGA-IB-A5ST-01A-11D-A32N-08	7	PAAD
TCGA-Z5-AAPL-01A-12D-A40W-08	6	PAAD
TCGA-3A-A9IL-01A-11D-A38G-08	5	PAAD
TCGA-IB-AAUS-01A-12D-A38G-08	5	PAAD
TCGA-IB-AAUR-01A-21D-A38G-08	4	PAAD
TCGA-F2-7273-01A-11D-2154-08	2	PAAD
TCGA-IB-7897-01A-21D-2201-08	2	PAAD
TCGA-HZ-7920-01A-11D-2201-08	1	PAAD
TCGA-HZ-7924-01A-11D-2154-08	1	PAAD
TCGA-HZ-8638-01A-11D-2396-08	1	PAAD
TCGA-IB-AAUV-01A-11D-A38G-08	1	PAAD
TCGA-Q3-A5QY-01A-12D-A32N-08	1	PAAD
TCGA-AN-A046-01A-21W-A050-09	5302	BRCA
TCGA-AC-A23H-01A-11D-A159-09	4114	BRCA
TCGA-EW-A2FV-01A-11D-A17D-09	3882	BRCA
TCGA-D8-A27V-01A-12D-A17D-09	3058	BRCA
TCGA-BH-A18G-01A-11D-A12B-09	1207	BRCA
TCGA-AN-A0AK-01A-21W-A019-09	1082	BRCA
TCGA-A8-A09Z-01A-11W-A019-09	1056	BRCA
TCGA-5L-AAT1-01A-12D-A41F-09	1025	BRCA
TCGA-D8-A1XK-01A-21D-A14K-09	890	BRCA
TCGA-BH-A0HF-01A-11W-A071-09	818	BRCA
TCGA-AO-A128-01A-11D-A10M-09	802	BRCA
TCGA-D8-A27G-01A-11D-A16D-09	798	BRCA
TCGA-AC-A5XS-01A-11D-A29N-09	778	BRCA
TCGA-D8-A1JA-01A-11D-A13L-09	778	BRCA
TCGA-D8-A1XQ-01A-11D-A14K-09	756	BRCA
TCGA-AO-A03M-01B-11D-A10M-09	729	BRCA
TCGA-D8-A1J8-01A-11D-A13L-09	666	BRCA
TCGA-BH-A0B6-01A-11D-A19Y-09	651	BRCA
TCGA-C8-A26Y-01A-11D-A16D-09	610	BRCA
TCGA-3C-AALI-01A-11D-A41F-09	439	BRCA
TCGA-BH-A0DZ-01A-11W-A019-09	424	BRCA
TCGA-GM-A2D9-01A-11D-A18P-09	423	BRCA
TCGA-BH-A2L8-01A-11D-A18P-09	420	BRCA
TCGA-PE-A5DE-01A-11D-A27P-09	381	BRCA
TCGA-EW-A1J5-01A-11D-A13L-09	357	BRCA
TCGA-EW-A1IZ-01A-11D-A188-09	355	BRCA
TCGA-E2-A10C-01A-21D-A10M-09	323	BRCA
TCGA-BH-A0HA-01A-11D-A12Q-09	316	BRCA
TCGA-A2-A0YK-01A-22D-A117-09	305	BRCA
TCGA-A2-A25A-01A-12D-A16D-09	297	BRCA
TCGA-C8-A1HM-01A-12D-A135-09	297	BRCA
TCGA-AN-A0XW-01A-11D-A10G-09	281	BRCA
TCGA-AR-A0TX-01A-11D-A099-09	270	BRCA
TCGA-BH-A18P-01A-11D-A12B-09	265	BRCA
TCGA-A1-A0SO-01A-22D-A099-09	264	BRCA
TCGA-AR-A2LE-01A-11D-A17W-09	245	BRCA
TCGA-A2-A0CX-01A-21W-A019-09	241	BRCA
TCGA-A7-A56D-01A-11D-A27P-09	236	BRCA
TCGA-BH-A0HP-01A-12D-A099-09	234	BRCA
TCGA-A8-A09G-01A-21W-A019-09	232	BRCA
TCGA-BH-A0BZ-01A-31D-A12Q-09	231	BRCA
TCGA-BH-A0H5-01A-21D-A10Y-09	225	BRCA
TCGA-A8-A08R-01A-11W-A050-09	221	BRCA
TCGA-C8-A8HQ-01A-11D-A36J-09	210	BRCA
TCGA-A8-A06Q-01A-11W-A050-09	209	BRCA
TCGA-A2-A0EQ-01A-11W-A050-09	206	BRCA
TCGA-A8-A09A-01A-11W-A019-09	202	BRCA
TCGA-D8-A1Y1-01A-21D-A14K-09	200	BRCA
TCGA-BH-A18V-06A-11D-A20S-09	192	BRCA
TCGA-A8-A08L-01A-11W-A019-09	188	BRCA
TCGA-D8-A1JK-01A-11D-A13L-09	188	BRCA
TCGA-C8-A274-01A-11D-A16D-09	187	BRCA
TCGA-A8-A0A7-01A-11W-A019-09	186	BRCA
TCGA-BH-A0C0-01A-21W-A071-09	181	BRCA
TCGA-LD-A74U-01A-13D-A33E-09	181	BRCA
TCGA-A7-A0CE-01A-11W-A019-09	176	BRCA
TCGA-A8-A06X-01A-21W-A019-09	176	BRCA
TCGA-A7-A4SE-01A-11D-A25Q-09	175	BRCA
TCGA-A2-A0EY-01A-11W-A050-09	173	BRCA
TCGA-A1-A0SI-01A-11D-A142-09	171	BRCA
TCGA-E2-A1LH-01A-11D-A14G-09	171	BRCA
TCGA-A8-A094-01A-11W-A019-09	169	BRCA
TCGA-BH-A18V-01A-11D-A12B-09	169	BRCA
TCGA-D8-A1J9-01A-11D-A13L-09	168	BRCA
TCGA-GM-A2DH-01A-11D-A17W-09	168	BRCA
TCGA-BH-A0DK-01A-21W-A071-09	166	BRCA
TCGA-BH-A0HK-01A-11W-A071-09	165	BRCA
TCGA-A2-A0T0-01A-22D-A099-09	159	BRCA
TCGA-AR-A256-01A-11D-A167-09	159	BRCA
TCGA-E2-A1IN-01A-11D-A13L-09	158	BRCA
TCGA-A7-A5ZV-01A-11D-A28B-09	157	BRCA
TCGA-AR-A24Q-01A-12D-A167-09	157	BRCA
TCGA-BH-A0W7-01A-11D-A10Y-09	156	BRCA
TCGA-AR-A251-01A-12D-A167-09	152	BRCA
TCGA-C8-A12T-01A-11D-A10Y-09	148	BRCA
TCGA-XX-A89A-01A-11D-A36J-09	148	BRCA
TCGA-D8-A147-01A-11D-A10Y-09	144	BRCA
TCGA-AN-A0FL-01A-11W-A050-09	143	BRCA
TCGA-OL-A5RW-01A-11D-A28B-09	143	BRCA
TCGA-A2-A3Y0-01A-11D-A23C-09	142	BRCA
TCGA-A7-A0DA-01A-31D-A10Y-09	142	BRCA
TCGA-AN-A0XN-01A-21D-A10G-09	142	BRCA
TCGA-AR-A0U4-01A-11D-A117-09	142	BRCA
TCGA-E2-A15M-01A-11D-A12B-09	141	BRCA
TCGA-C8-A8HP-01A-11D-A36J-09	140	BRCA
TCGA-E2-A1LG-01A-21D-A14K-09	140	BRCA
TCGA-BH-A0BW-01A-11D-A10Y-09	137	BRCA
TCGA-C8-A12P-01A-11D-A10Y-09	137	BRCA
TCGA-GM-A2DO-01A-11D-A19Y-09	137	BRCA
TCGA-B6-A0RE-01A-11W-A071-09	136	BRCA
TCGA-B6-A0RS-01A-11D-A099-09	136	BRCA
TCGA-BH-A0AW-01A-11W-A071-09	135	BRCA
TCGA-5L-AAT0-01A-12D-A41F-09	134	BRCA
TCGA-A8-A07C-01A-11D-A045-09	134	BRCA
TCGA-AO-A0JC-01A-11W-A071-09	134	BRCA
TCGA-E2-A108-01A-13D-A10M-09	134	BRCA
TCGA-UU-A93S-01A-21D-A41F-09	134	BRCA
TCGA-BH-A0BP-01A-11D-A10Y-09	133	BRCA
TCGA-AC-A8OP-01A-11D-A36J-09	131	BRCA
TCGA-S3-AA10-01A-21D-A41F-09	131	BRCA
TCGA-B6-A0IJ-01A-11W-A050-09	130	BRCA
TCGA-D8-A1JG-01B-11D-A13L-09	130	BRCA
TCGA-A2-A0CL-01A-11D-A10Y-09	129	BRCA
TCGA-A2-A0CR-01A-11D-A228-09	127	BRCA
TCGA-A8-A09M-01A-11W-A019-09	127	BRCA
TCGA-A8-A09Q-01A-11W-A019-09	127	BRCA
TCGA-A8-A095-01A-11W-A019-09	126	BRCA
TCGA-A8-A09I-01A-22W-A050-09	126	BRCA
TCGA-E9-A1RF-01A-11D-A159-09	126	BRCA
TCGA-AO-A124-01A-11D-A10M-09	125	BRCA
TCGA-C8-A3M7-01A-12D-A21Q-09	125	BRCA
TCGA-E2-A159-01A-11D-A10Y-09	125	BRCA
TCGA-EW-A1PB-01A-11D-A142-09	125	BRCA
TCGA-LL-A8F5-01A-11D-A36J-09	125	BRCA
TCGA-A8-A08F-01A-11W-A019-09	124	BRCA
TCGA-AC-A6IW-01A-12D-A33E-09	124	BRCA
TCGA-C8-A27B-01A-11D-A167-09	124	BRCA
TCGA-A2-A04W-01A-31D-A10Y-09	123	BRCA
TCGA-A8-A07W-01A-11W-A019-09	123	BRCA
TCGA-BH-A1F8-01A-11D-A13L-09	123	BRCA
TCGA-AC-A5EH-01A-11D-A28B-09	122	BRCA
TCGA-GM-A2DB-01A-31D-A19Y-09	122	BRCA
TCGA-AR-A24H-01A-11D-A167-09	121	BRCA
TCGA-D8-A27H-01A-11D-A16D-09	121	BRCA
TCGA-D8-A73U-01A-11D-A33E-09	120	BRCA
TCGA-A2-A04P-01A-31D-A128-09	119	BRCA
TCGA-BH-A18U-01A-21D-A12B-09	119	BRCA
TCGA-D8-A1JN-01A-11D-A13L-09	119	BRCA
TCGA-E2-A152-01A-11D-A12B-09	119	BRCA
TCGA-BH-A0EE-01A-11W-A050-09	118	BRCA
TCGA-AN-A0AT-01A-11D-A045-09	117	BRCA
TCGA-C8-A12K-01A-21D-A10Y-09	116	BRCA
TCGA-AN-A0FX-01A-11W-A050-09	115	BRCA
TCGA-AR-A250-01A-31D-A167-09	114	BRCA
TCGA-BH-A0B8-01A-21W-A071-09	114	BRCA
TCGA-A7-A6VX-01A-12D-A33E-09	113	BRCA
TCGA-AC-A3W5-01A-11D-A228-09	113	BRCA
TCGA-E9-A22E-01A-11D-A159-09	113	BRCA
TCGA-A2-A0SY-01A-31D-A099-09	112	BRCA
TCGA-D8-A142-01A-11D-A10Y-09	112	BRCA
TCGA-B6-A0IK-01A-12W-A071-09	109	BRCA
TCGA-BH-A5IZ-01A-11D-A27P-09	109	BRCA
TCGA-AC-A23C-01A-12D-A167-09	108	BRCA
TCGA-B6-A0I8-01A-11W-A050-09	108	BRCA
TCGA-E9-A1R4-01A-21D-A14G-09	108	BRCA
TCGA-AN-A0XU-01A-11D-A10G-09	107	BRCA
TCGA-E2-A14R-01A-11D-A10Y-09	107	BRCA
TCGA-E2-A14V-01A-11D-A12B-09	107	BRCA
TCGA-A7-A26H-01A-11D-A167-09	106	BRCA
TCGA-AN-A0AR-01A-11W-A019-09	106	BRCA
TCGA-BH-A0BL-01A-11D-A10Y-09	106	BRCA
TCGA-GI-A2C8-01A-11D-A16D-09	105	BRCA
TCGA-AO-A129-01A-21D-A10M-09	104	BRCA
TCGA-A8-A08H-01A-21W-A019-09	103	BRCA
TCGA-AN-A0FW-01A-11W-A050-09	103	BRCA
TCGA-AO-A0J4-01A-11W-A050-09	103	BRCA
TCGA-E2-A2P6-01A-11D-A19Y-09	103	BRCA
TCGA-A8-A081-01A-11W-A019-09	102	BRCA
TCGA-AO-A0J9-01A-11W-A050-09	102	BRCA
TCGA-AO-A0JD-01A-11W-A071-09	101	BRCA
TCGA-C8-A275-01A-21D-A16D-09	101	BRCA
TCGA-BH-A1FC-01A-11D-A13L-09	98	BRCA
TCGA-D8-A1JP-01A-11D-A13L-09	98	BRCA
TCGA-LL-A73Y-01A-11D-A33E-09	98	BRCA
TCGA-A2-A25B-01A-11D-A167-09	97	BRCA
TCGA-D8-A1JD-01A-11D-A13L-09	97	BRCA
TCGA-AO-A0J6-01A-11W-A050-09	96	BRCA
TCGA-EW-A1OV-01A-11D-A142-09	96	BRCA
TCGA-BH-A0DL-01A-11D-A10Y-09	95	BRCA
TCGA-C8-A12Q-01A-11D-A10Y-09	95	BRCA
TCGA-BH-A0AY-01A-21W-A019-09	94	BRCA
TCGA-A7-A13E-01A-11D-A272-09	93	BRCA
TCGA-A7-A6VY-01A-12D-A33E-09	93	BRCA
TCGA-D8-A140-01A-11D-A10Y-09	93	BRCA
TCGA-OL-A5RZ-01A-11D-A28B-09	93	BRCA
TCGA-C8-A1HJ-01A-11D-A13L-09	92	BRCA
TCGA-E2-A14W-01A-11D-A12B-09	92	BRCA
TCGA-A1-A0SH-01A-11D-A099-09	91	BRCA
TCGA-E2-A158-01A-11D-A12B-09	91	BRCA
TCGA-PL-A8LV-01A-21D-A41F-09	91	BRCA
TCGA-OL-A66P-01A-11D-A31U-09	90	BRCA
TCGA-AR-A1AO-01A-11D-A12Q-09	89	BRCA
TCGA-AO-A03T-01A-21W-A050-09	88	BRCA
TCGA-BH-A1FN-01A-11D-A13L-09	88	BRCA
TCGA-A7-A13D-01A-13D-A272-09	87	BRCA
TCGA-A7-A4SD-01A-11D-A25Q-09	87	BRCA
TCGA-A8-A093-01A-11W-A019-09	87	BRCA
TCGA-AO-A0JB-01A-11W-A071-09	87	BRCA
TCGA-E2-A574-01A-11D-A29N-09	87	BRCA
TCGA-E9-A1NA-01A-11D-A142-09	87	BRCA
TCGA-PE-A5DC-01A-12D-A27P-09	87	BRCA
TCGA-A8-A097-01A-11W-A050-09	86	BRCA
TCGA-BH-A0WA-01A-11D-A10G-09	86	BRCA
TCGA-D8-A1XL-01A-11D-A14K-09	86	BRCA
TCGA-GM-A3XL-01A-11D-A22X-09	86	BRCA
TCGA-LL-A7SZ-01A-32D-A351-09	86	BRCA
TCGA-AO-A03N-01B-11D-A10M-09	85	BRCA
TCGA-BH-A1EV-01A-11D-A135-09	85	BRCA
TCGA-D8-A1JL-01A-11D-A13L-09	85	BRCA
TCGA-E9-A1ND-01A-11D-A142-09	84	BRCA
TCGA-A2-A04T-01A-21W-A050-09	83	BRCA
TCGA-AN-A0AM-01A-11W-A050-09	83	BRCA
TCGA-E9-A1RH-01A-21D-A167-09	83	BRCA
TCGA-E9-A295-01A-11D-A16D-09	83	BRCA
TCGA-S3-AA17-01A-11D-A41F-09	83	BRCA
TCGA-C8-A134-01A-11D-A10Y-09	82	BRCA
TCGA-AC-A2B8-01A-11D-A17D-09	81	BRCA
TCGA-AN-A04D-01A-21W-A050-09	81	BRCA
TCGA-BH-A209-01A-11D-A17G-09	81	BRCA
TCGA-D8-A1XW-01A-11D-A14K-09	81	BRCA
TCGA-A8-A07L-01A-11W-A019-09	80	BRCA
TCGA-AN-A0FV-01A-11W-A019-09	80	BRCA
TCGA-D8-A1X9-01A-12D-A159-09	80	BRCA
TCGA-AN-A0FT-01A-11W-A050-09	79	BRCA
TCGA-AR-A0TY-01A-12W-A12T-09	79	BRCA
TCGA-BH-A1FU-01A-11D-A14G-09	79	BRCA
TCGA-PL-A8LZ-01A-31D-A36J-09	79	BRCA
TCGA-A2-A0CT-01A-31W-A071-09	78	BRCA
TCGA-D8-A13Z-01A-11D-A10Y-09	78	BRCA
TCGA-E9-A244-01A-11D-A167-09	78	BRCA
TCGA-E9-A5FL-01A-11D-A27P-09	78	BRCA
TCGA-AN-A0AJ-01A-11W-A019-09	77	BRCA
TCGA-D8-A1XJ-01A-11D-A14K-09	77	BRCA
TCGA-E9-A22G-01A-11D-A159-09	77	BRCA
TCGA-A2-A0YM-01A-11D-A10G-09	76	BRCA
TCGA-A8-A09W-01A-11W-A019-09	76	BRCA
TCGA-AN-A0AL-01A-11W-A019-09	76	BRCA
TCGA-BH-A0H7-01A-13W-A071-09	76	BRCA
TCGA-E2-A14Y-01A-21D-A12B-09	76	BRCA
TCGA-EW-A1IW-01A-11D-A13L-09	76	BRCA
TCGA-A2-A0D2-01A-21W-A050-09	75	BRCA
TCGA-AC-A2BK-01A-11D-A21Q-09	75	BRCA
TCGA-AN-A0FJ-01A-11W-A019-09	75	BRCA
TCGA-AO-A0J3-01A-11W-A050-09	75	BRCA
TCGA-E2-A14N-01A-31D-A135-09	75	BRCA
TCGA-A8-A075-01A-11D-A099-09	74	BRCA
TCGA-AC-A8OQ-01A-11D-A41F-09	74	BRCA
TCGA-AR-A0U1-01A-11D-A10Y-09	74	BRCA
TCGA-AR-A1AH-01A-11D-A12B-09	74	BRCA
TCGA-D8-A1JC-01A-11D-A13L-09	74	BRCA
TCGA-E2-A1LA-01A-11D-A142-09	74	BRCA
TCGA-XX-A899-01A-11D-A36J-09	74	BRCA
TCGA-A2-A04R-01A-41D-A117-09	73	BRCA
TCGA-A2-A0YJ-01A-11D-A10G-09	73	BRCA
TCGA-BH-A18Q-01A-12D-A12B-09	73	BRCA
TCGA-BH-A18J-01A-11D-A12B-09	72	BRCA
TCGA-C8-A12L-01A-11D-A10Y-09	72	BRCA
TCGA-E2-A15K-06A-11D-A12Q-09	72	BRCA
TCGA-A7-A13F-01A-11D-A12Q-09	71	BRCA
TCGA-BH-A18T-01A-11D-A12B-09	71	BRCA
TCGA-UL-AAZ6-01A-11D-A41F-09	71	BRCA
TCGA-A2-A0D0-01A-11W-A019-09	70	BRCA
TCGA-A2-A4S1-01A-21D-A25Q-09	70	BRCA
TCGA-AO-A03O-01A-11W-A019-09	70	BRCA
TCGA-AR-A1AI-01A-11D-A12Q-09	70	BRCA
TCGA-BH-A0B3-01A-11W-A071-09	70	BRCA
TCGA-BH-A0BA-01A-11W-A071-09	70	BRCA
TCGA-D8-A1XZ-01A-11D-A14K-09	70	BRCA
TCGA-B6-A0I9-01A-11W-A050-09	69	BRCA
TCGA-E2-A150-01A-11D-A12B-09	69	BRCA
TCGA-A8-A06O-01A-11W-A019-09	68	BRCA
TCGA-A8-A06Z-01A-11W-A019-09	68	BRCA
TCGA-A8-A076-01A-21W-A019-09	68	BRCA
TCGA-BH-A0E6-01A-11W-A050-09	68	BRCA
TCGA-C8-A26X-01A-31D-A16D-09	68	BRCA
TCGA-D8-A27M-01A-11D-A16D-09	68	BRCA
TCGA-AC-A62V-01A-11D-A31U-09	67	BRCA
TCGA-AQ-A04J-01A-02W-A050-09	67	BRCA
TCGA-BH-A0B7-01A-12D-A10Y-09	67	BRCA
TCGA-E2-A15K-01A-11D-A12Q-09	67	BRCA
TCGA-E9-A243-01A-21D-A167-09	67	BRCA
TCGA-A8-A08P-01A-11W-A019-09	66	BRCA
TCGA-AN-A04C-01A-21W-A050-09	66	BRCA
TCGA-AN-A0FZ-01A-11W-A050-09	66	BRCA
TCGA-B6-A0RG-01A-11W-A071-09	66	BRCA
TCGA-B6-A0X1-01A-11D-A10G-09	66	BRCA
TCGA-BH-A0H9-01A-11W-A071-09	66	BRCA
TCGA-EW-A1PD-01A-11D-A142-09	66	BRCA
TCGA-EW-A6SB-01A-12D-A32I-09	66	BRCA
TCGA-HN-A2NL-01A-11D-A18P-09	66	BRCA
TCGA-OL-A6VQ-01A-12D-A41F-09	66	BRCA
TCGA-A2-A0YH-01A-11D-A10G-09	65	BRCA
TCGA-A2-A3XT-01A-11D-A22X-09	65	BRCA
TCGA-A8-A092-01A-11W-A019-09	65	BRCA
TCGA-AR-A0TS-01A-11D-A10Y-09	65	BRCA
TCGA-AR-A255-01A-11D-A167-09	65	BRCA
TCGA-AR-A5QQ-01A-11D-A28B-09	65	BRCA
TCGA-BH-A0B0-01A-21D-A10Y-09	65	BRCA
TCGA-D8-A1JJ-01A-31D-A14K-09	65	BRCA
TCGA-EW-A6SA-01A-21D-A32I-09	65	BRCA
TCGA-A8-A079-01A-21W-A019-09	64	BRCA
TCGA-B6-A0IQ-01A-11W-A050-09	64	BRCA
TCGA-BH-A0B4-01A-11W-A019-09	64	BRCA
TCGA-C8-A26V-01A-11D-A16D-09	64	BRCA
TCGA-E2-A1IH-01A-11D-A188-09	64	BRCA
TCGA-E9-A1NC-01A-12W-A16L-09	64	BRCA
TCGA-GM-A2DI-01A-31D-A18P-09	64	BRCA
TCGA-BH-A0DH-01A-11D-A099-09	63	BRCA
TCGA-BH-A1EN-01A-11D-A17G-09	63	BRCA
TCGA-D8-A13Y-01A-11D-A10Y-09	63	BRCA
TCGA-E2-A1LS-01A-12D-A159-09	63	BRCA
TCGA-A8-A07B-01A-11W-A019-09	62	BRCA
TCGA-A8-A07U-01A-11W-A050-09	62	BRCA
TCGA-AO-A1KR-01A-12D-A142-09	62	BRCA
TCGA-C8-A132-01A-31D-A10Y-09	62	BRCA
TCGA-E2-A14P-01A-31D-A12B-09	62	BRCA
TCGA-E2-A1B5-01A-21D-A12Q-09	62	BRCA
TCGA-LL-A5YP-01A-21D-A28B-09	62	BRCA
TCGA-Z7-A8R6-01A-11D-A41F-09	62	BRCA
TCGA-A8-A084-01A-21W-A019-09	61	BRCA
TCGA-B6-A0IB-01A-11W-A050-09	61	BRCA
TCGA-BH-A5J0-01A-11D-A27P-09	61	BRCA
TCGA-E2-A109-01A-11D-A10M-09	61	BRCA
TCGA-E2-A9RU-01A-11D-A41F-09	61	BRCA
TCGA-A2-A0CW-01A-21D-A10Y-09	60	BRCA
TCGA-A2-A1FW-01A-11D-A13L-09	60	BRCA
TCGA-A8-A085-01A-11W-A019-09	60	BRCA
TCGA-AN-A0FS-01A-11W-A050-09	60	BRCA
TCGA-AR-A2LH-01A-31D-A18P-09	60	BRCA
TCGA-BH-A203-01A-12D-A167-09	60	BRCA
TCGA-D8-A27F-01A-11D-A16D-09	60	BRCA
TCGA-E2-A1BC-01A-11D-A14G-09	60	BRCA
TCGA-E9-A226-01A-21D-A159-09	60	BRCA
TCGA-A8-A06U-01A-11W-A019-09	59	BRCA
TCGA-A8-A07G-01A-11W-A050-09	59	BRCA
TCGA-A8-A09R-01A-11W-A019-09	59	BRCA
TCGA-AQ-A04H-01B-11D-A10M-09	59	BRCA
TCGA-AR-A0TU-01A-31D-A10G-09	59	BRCA
TCGA-BH-A0B5-01A-11D-A12Q-09	59	BRCA
TCGA-BH-A1F0-01A-11D-A135-09	59	BRCA
TCGA-E2-A1L7-01A-11D-A142-09	59	BRCA
TCGA-OL-A5DA-01A-11D-A27P-09	59	BRCA
TCGA-OL-A97C-01A-32D-A41F-09	59	BRCA
TCGA-A1-A0SK-01A-12D-A099-09	58	BRCA
TCGA-A7-A5ZX-01A-12D-A29N-09	58	BRCA
TCGA-A8-A09N-01A-11W-A019-09	58	BRCA
TCGA-AQ-A7U7-01A-22D-A351-09	58	BRCA
TCGA-BH-A0BC-01A-22D-A099-09	58	BRCA
TCGA-BH-A0DQ-01A-11D-A099-09	58	BRCA
TCGA-BH-A0DX-01A-11D-A10Y-09	58	BRCA
TCGA-BH-A0E0-01A-11W-A071-09	58	BRCA
TCGA-E2-A155-01A-11D-A12B-09	58	BRCA
TCGA-S3-AA11-01A-31D-A41F-09	58	BRCA
TCGA-A2-A0EV-01A-11W-A050-09	57	BRCA
TCGA-A8-A07E-01A-11W-A050-09	57	BRCA
TCGA-AC-A8OR-01A-21D-A41F-09	57	BRCA
TCGA-B6-A1KN-01A-11D-A13L-09	57	BRCA
TCGA-BH-A0DE-01A-11D-A10Y-09	57	BRCA
TCGA-C8-A131-01A-11D-A10Y-09	57	BRCA
TCGA-E2-A14Z-01A-11D-A10Y-09	57	BRCA
TCGA-AC-A62Y-01A-11D-A29N-09	56	BRCA
TCGA-AR-A0TV-01A-21D-A099-09	56	BRCA
TCGA-B6-A0WZ-01A-11D-A10G-09	56	BRCA
TCGA-E2-A15A-01A-11D-A12B-09	56	BRCA
TCGA-A7-A6VW-01A-21D-A33E-09	55	BRCA
TCGA-A8-A06R-01A-11D-A015-09	55	BRCA
TCGA-AR-A1AY-01A-21D-A12Q-09	55	BRCA
TCGA-B6-A0IO-01A-11W-A050-09	55	BRCA
TCGA-BH-A0AZ-01A-21D-A12Q-09	55	BRCA
TCGA-BH-A208-01A-11D-A159-09	55	BRCA
TCGA-BH-A8FZ-01A-11D-A351-09	55	BRCA
TCGA-EW-A1OY-01A-11D-A142-09	55	BRCA
TCGA-OL-A66L-01A-12D-A31U-09	55	BRCA
TCGA-5T-A9QA-01A-11D-A41F-09	54	BRCA
TCGA-A2-A0YT-01A-11D-A10G-09	54	BRCA
TCGA-AR-A0TZ-01A-12D-A099-09	54	BRCA
TCGA-AR-A1AK-01A-21D-A12Q-09	54	BRCA
TCGA-C8-A135-01A-11D-A10Y-09	54	BRCA
TCGA-E9-A2JS-01A-11D-A17W-09	54	BRCA
TCGA-EW-A1P4-01A-21D-A142-09	54	BRCA
